"CUB","overall","work","0 to 4","70 to 74",0
"CUB","overall","work","5 to 9","70 to 74",0
"CUB","overall","work","10 to 14","70 to 74",0
"CUB","overall","work","15 to 19","70 to 74",4e-05
"CUB","overall","work","20 to 24","70 to 74",0.00081
"CUB","overall","work","25 to 29","70 to 74",7e-04
"CUB","overall","work","30 to 34","70 to 74",0.00031
"CUB","overall","work","35 to 39","70 to 74",0.00071
"CUB","overall","work","40 to 44","70 to 74",0.00082
"CUB","overall","work","45 to 49","70 to 74",0.00083
"CUB","overall","work","50 to 54","70 to 74",0.00093
"CUB","overall","work","55 to 59","70 to 74",0.00042
"CUB","overall","work","60 to 64","70 to 74",0.00022
"CUB","overall","work","65 to 69","70 to 74",0.00015
"CUB","overall","work","70 to 74","70 to 74",2e-05
"CUB","overall","work","75+","70 to 74",0
"CUB","overall","work","0 to 4","75+",0
"CUB","overall","work","5 to 9","75+",0
"CUB","overall","work","10 to 14","75+",0
"CUB","overall","work","15 to 19","75+",0
"CUB","overall","work","20 to 24","75+",0.00023
"CUB","overall","work","25 to 29","75+",0.00021
"CUB","overall","work","30 to 34","75+",0.00027
"CUB","overall","work","35 to 39","75+",0.00047
"CUB","overall","work","40 to 44","75+",0.00103
"CUB","overall","work","45 to 49","75+",0.00047
"CUB","overall","work","50 to 54","75+",8e-04
"CUB","overall","work","55 to 59","75+",0.00043
"CUB","overall","work","60 to 64","75+",4e-04
"CUB","overall","work","65 to 69","75+",7e-05
"CUB","overall","work","70 to 74","75+",3e-05
"CUB","overall","work","75+","75+",0
"CUB","overall","school","0 to 4","0 to 4",1.05836
"CUB","overall","school","5 to 9","0 to 4",0.42098
"CUB","overall","school","10 to 14","0 to 4",0.00327
"CUB","overall","school","15 to 19","0 to 4",0.01401
"CUB","overall","school","20 to 24","0 to 4",0.01175
"CUB","overall","school","25 to 29","0 to 4",0.00252
"CUB","overall","school","30 to 34","0 to 4",0.00773
"CUB","overall","school","35 to 39","0 to 4",0.01334
"CUB","overall","school","40 to 44","0 to 4",0.0046
"CUB","overall","school","45 to 49","0 to 4",0.03755
"CUB","overall","school","50 to 54","0 to 4",0.00965
"CUB","overall","school","55 to 59","0 to 4",0.03023
"CUB","overall","school","60 to 64","0 to 4",0.01173
"CUB","overall","school","65 to 69","0 to 4",0.00038
"CUB","overall","school","70 to 74","0 to 4",0
"CUB","overall","school","75+","0 to 4",0
"CUB","overall","school","0 to 4","5 to 9",0.33644
"CUB","overall","school","5 to 9","5 to 9",7.10852
"CUB","overall","school","10 to 14","5 to 9",1.43143
"CUB","overall","school","15 to 19","5 to 9",0.04353
"CUB","overall","school","20 to 24","5 to 9",0.01646
"CUB","overall","school","25 to 29","5 to 9",0.01172
"CUB","overall","school","30 to 34","5 to 9",0.07152
"CUB","overall","school","35 to 39","5 to 9",0.04371
